gps_time,utc_time,heading,pitch,roll,heading_radians,pitch_radians,roll_radians,gyroX,gyroY,gyroZ,accX,accY,accZ,latitude,longitude,altitude,utm_x_position,utm_y_position,local_x,local_y,east_speed,north_speed,vertical_speed,vehicle_lat_speed,vehicle_lon_speed,position_type,GNSS_info1,GNSS_info2
1672223587745.0,2022-12-28 18:33:07:681122,203.23,-0.46,0.2,3.5470326086842694,-0.008028514490945058,0.003490658474323938,-0.0026200000000000004,-0.034140000000000004,0.022570000000000003,0.037485000000000004,0.0739606,9.7851236,31.030714260000003,121.443510575,16.154,351447.10707860393,3434046.1754632327,191.0270786039182,266.7654632325284,0.0,0.0,0.0,0.0,-0.0,50,5,188
1672223587765.0,2022-12-28 18:33:07:701177,203.23,-0.45,0.2,3.5470326086842694,-0.00785398156722886,0.003490658474323938,0.02671,-0.009810000000000001,-0.005,0.0346528,0.0752052,9.7812134,31.030714260000003,121.44351057600001,16.154,351447.10717405763,3434046.1754618953,191.0271740576136,266.7654618951492,0.0,0.0,0.0,0.0,-0.0,50,5,188
1672223587785.0,2022-12-28 18:33:07:721172,203.23999999999998,-0.45,0.2,3.5472071416079856,-0.00785398156722886,0.003490658474323938,0.024730000000000002,0.01111,0.03631,0.031183600000000002,0.0752052,9.7857998,31.030714260000003,121.44351057700001,16.154,351447.107269509,3434046.1754605584,191.02726950898068,266.76546055823565,0.0,0.0,0.0,0.0,-0.0,50,5,188
1672223587805.0,2022-12-28 18:33:07:741196,203.23,-0.45,0.2,3.5470326086842694,-0.00785398156722886,0.003490658474323938,0.01701,-0.025820000000000003,-0.025240000000000002,0.0302722,0.07672419999999999,9.7907194,31.030714261000004,121.443510578,16.154,351447.1073665129,3434046.1755700656,191.0273665128625,266.7655700654723,0.0,0.0,0.0,0.0,-0.0,50,5,188
1672223587825.0,2022-12-28 18:33:07:761081,203.23,-0.45,0.2,3.5470326086842694,-0.00785398156722886,0.003490658474323938,-0.04215000000000001,-0.035160000000000004,-0.00792,0.0298508,0.075411,9.7930518,31.030714260000003,121.443510574,16.154,351447.10698315257,3434046.1754645696,191.0269831525511,266.765464569442,0.0,0.0,0.0,0.0,-0.0,50,5,188
1672223587845.0,2022-12-28 18:33:07:781136,203.23,-0.45,0.2,3.5470326086842694,-0.00785398156722886,0.003490658474323938,-0.00151,-0.055310000000000005,0.02261,0.031752,0.07355880000000001,9.7898668,31.030714261000004,121.443510575,16.154,351447.10708015657,3434046.175574077,191.02708015654935,266.7655740766786,0.0,0.0,0.0,0.0,-0.0,50,5,188
1672223587865.0,2022-12-28 18:33:07:801140,203.23999999999998,-0.45,0.2,3.5472071416079856,-0.00785398156722886,0.003490658474323938,0.036800000000000006,-0.016880000000000003,0.010520000000000002,0.0307622,0.071785,9.794316,31.030714261000004,121.44351057600001,16.154,351447.10717561026,3434046.1755727404,191.02717561024474,266.7655727402307,0.0,0.0,0.0,0.0,-0.0,50,5,188
1672223587885.0,2022-12-28 18:33:07:821179,203.23,-0.45,0.2,3.5470326086842694,-0.00785398156722886,0.003490658474323938,0.01212,-0.02908,-0.025150000000000002,0.031556,0.0720692,9.796717,31.030714261000004,121.44351057700001,16.154,351447.1072710616,3434046.1755714035,191.02727106161183,266.76557140331715,0.0,0.0,0.0,0.0,-0.0,50,5,188
1672223587905.0,2022-12-28 18:33:07:841217,203.23,-0.45,0.2,3.5470326086842694,-0.00785398156722886,0.003490658474323938,0.01754,0.019850000000000003,-0.022010000000000002,0.0341726,0.0712754,9.7998236,31.030714262000004,121.443510578,16.154,351447.1073680655,3434046.175680912,191.02736806549365,266.76568091195077,0.0,0.0,0.0,0.0,-0.0,50,5,188
1672223587925.0,2022-12-28 18:33:07:861145,203.23,-0.45,0.2,3.5470326086842694,-0.00785398156722886,0.003490658474323938,0.02593,-0.01626,-0.022670000000000003,0.034839,0.071589,9.799108200000001,31.030714262000004,121.443510579,16.154,351447.1074635169,3434046.175679574,191.02746351686073,266.7656795736402,0.0,0.0,0.0,0.0,-0.0,50,5,188
1672223587945.0,2022-12-28 18:33:07:881238,203.23,-0.45,0.2,3.5470326086842694,-0.00785398156722886,0.003490658474323938,0.01196,0.03506,0.009460000000000001,0.0373968,0.0707854,9.7911114,31.030714263000004,121.44351058000001,16.154,351447.1075605232,3434046.1757890824,191.02756052318728,266.76578908227384,0.0,0.0,0.0,0.0,-0.0,50,5,188
1672223587965.0,2022-12-28 18:33:07:900734,203.23,-0.45,0.2,3.5470326086842694,-0.00785398156722886,0.003490658474323938,-0.00351,0.00285,-0.02416,0.0362698,0.07580300000000001,9.7952862,31.030714263000004,121.44351058100001,16.154,351447.10765597457,3434046.175787746,191.02765597455436,266.76578774582595,0.0,0.0,0.0,0.0,-0.0,50,5,188
1672223587985.0,2022-12-28 18:33:07:921164,203.23,-0.45,0.2,3.5470326086842694,-0.00785398156722886,0.003490658474323938,0.013760000000000001,-0.01305,-0.014980000000000002,0.034937,0.07560700000000001,9.7949628,31.030714264,121.443510582,16.154,351447.10775297845,3434046.175897253,191.02775297843618,266.7658972530626,0.0,0.0,0.0,0.0,-0.0,50,5,188
1672223588005.0,2022-12-28 18:33:07:941343,203.23,-0.45,0.2,3.5470326086842694,-0.00785398156722886,0.003490658474323938,-0.00634,0.03291,-0.02074,0.0332514,0.075215,9.792503,31.030714264,121.443510583,16.154,351447.1078484322,3434046.1758959163,191.02784843218978,266.765895916149,0.0,0.0,0.0,0.0,-0.0,50,5,188
