gps_time,utc_time,heading,pitch,roll,heading_radians,pitch_radians,roll_radians,gyroX,gyroY,gyroZ,accX,accY,accZ,latitude,longitude,altitude,utm_x_position,utm_y_position,local_x,local_y,east_speed,north_speed,vertical_speed,vehicle_lat_speed,vehicle_lon_speed,position_type,GNSS_info1,GNSS_info2
1675214665170.0,2023-02-01 09:24:25:180600,72.72000000000003,-0.93,-0.78,1.2692034212641843,-0.01623156190560631,-0.013613568049863358,0.22571000000000002,-0.01854,-0.0014000000000000002,-0.1290954,-0.0070168,9.8173852,31.024298124,121.43217851400001,15.371,350355.403300083,3433350.1842911746,-900.6766999170068,-429.2257088255137,0.0,-0.03,0.0,-0.008911247756288758,-0.02864593624628175,50,5,188
1675214665190.0,2023-02-01 09:24:25:195764,72.72000000000003,-0.93,-0.78,1.2692034212641843,-0.01623156190560631,-0.013613568049863358,0.26280000000000003,-0.0485,0.00141,-0.13034,0.0023912,9.755321799999999,31.024298118,121.43217851200001,15.371,350355.40309978265,3433350.1836287966,-900.6769002173678,-429.2263712035492,0.0,-0.03,0.0,-0.008911247756288758,-0.02864593624628175,50,5,188
1675214665210.0,2023-02-01 09:24:25:216240,72.72000000000003,-0.92,-0.78,1.2692034212641843,-0.016057028981890115,-0.013613568049863358,0.25406,-0.0046300000000000004,-0.0012300000000000002,-0.12310760000000001,-0.0061152,9.7325368,31.024298117,121.43217851200001,15.370000000000001,350355.403098219,3433350.1835179524,-900.6769017810002,-429.2264820476994,0.0,-0.03,0.0,-0.008911247756288758,-0.02864593624628175,50,5,188
1675214665230.0,2023-02-01 09:24:25:236216,72.72000000000003,-0.92,-0.78,1.2692034212641843,-0.016057028981890115,-0.013613568049863358,0.14586000000000002,-0.01552,0.0027900000000000004,-0.1268316,-0.0044296000000000006,9.7054006,31.024298118,121.432178507,15.370000000000001,350355.4026224881,3433350.1836355305,-900.6773775119218,-429.22636446962133,-0.01,-0.03,0.0,0.0006373976591384934,-0.031616352165044666,50,5,188
1675214665250.0,2023-02-01 09:24:25:255775,72.72000000000003,-0.92,-0.78,1.2692034212641843,-0.016057028981890115,-0.013613568049863358,0.18836000000000003,0.0056500000000000005,-0.01889,-0.1276646,-0.0269108,9.712809400000001,31.024298111,121.43217850500001,15.370000000000001,350355.4024206265,3433350.1828623083,-900.6775793735287,-429.227137691807,-0.01,-0.04,0.0,-0.0023330182596244253,-0.04116499758047192,50,5,188
1675214665270.0,2023-02-01 09:24:25:276116,72.72000000000003,-0.91,-0.78,1.2692034212641843,-0.01588249605817392,-0.013613568049863358,0.12076,0.00919,0.01818,-0.1279488,-0.06096580000000001,9.715700400000001,31.024298103000003,121.43217850200001,15.370000000000001,350355.40212174086,3433350.1819795864,-900.6778782591573,-429.2280204137787,-0.01,-0.04,0.0,-0.0023330182596244253,-0.04116499758047192,50,5,188
1675214665290.0,2023-02-01 09:24:25:296115,72.72000000000003,-0.91,-0.78,1.2692034212641843,-0.01588249605817392,-0.013613568049863358,0.10131000000000001,0.01695,0.019770000000000003,-0.12503820000000002,-0.0804678,9.722090000000001,31.024298094000002,121.432178499,15.370000000000001,350355.40182129154,3433350.1809860202,-900.6781787084765,-429.2290139799006,-0.01,-0.05,0.0,-0.005303434178387346,-0.05071364299589917,50,5,188
1675214665310.0,2023-02-01 09:24:25:316140,72.72000000000003,-0.91,-0.78,1.2692034212641843,-0.01588249605817392,-0.013613568049863358,0.01716,-0.00099,0.02732,-0.12454820000000001,-0.11403279999999999,9.754782800000001,31.024298084,121.432178496,15.370000000000001,350355.40151927853,3433350.1798816095,-900.6784807214863,-429.2301183906384,-0.01,-0.05,0.0,-0.005303434178387346,-0.05071364299589917,50,5,188
1675214665330.0,2023-02-01 09:24:25:336116,72.72000000000003,-0.91,-0.78,1.2692034212641843,-0.01588249605817392,-0.013613568049863358,0.022060000000000003,-0.02978,0.035820000000000005,-0.1265376,-0.1409828,9.7776854,31.024298074,121.432178492,15.370000000000001,350355.4011218076,3433350.178778544,-900.6788781924406,-429.2312214560807,-0.01,-0.06,0.0,-0.008273850097150265,-0.060262288411326415,50,5,188
1675214665350.0,2023-02-01 09:24:25:356111,72.72000000000003,-0.91,-0.78,1.2692034212641843,-0.01588249605817392,-0.013613568049863358,0.0673,-0.011710000000000002,0.020130000000000002,-0.11987360000000001,-0.14769580000000002,9.7857704,31.024298062000003,121.432178488,15.370000000000001,350355.4007212069,3433350.1774537903,-900.6792787931045,-429.23254620982334,-0.02,-0.06,0.0,0.0012747953182769868,-0.06323270433008933,50,5,188
