gps_time,utc_time,heading,pitch,roll,heading_radians,pitch_radians,roll_radians,gyroX,gyroY,gyroZ,accX,accY,accZ,latitude,longitude,altitude,utm_x_position,utm_y_position,local_x,local_y,east_speed,north_speed,vertical_speed,vehicle_lat_speed,vehicle_lon_speed,position_type,GNSS_info1,GNSS_info2
1676425967925.0,2023-02-15 09:52:47:913199,197.37,0.65,0.9500000000000001,3.444756315386578,0.011344640041552799,0.016580627753038705,-0.018410000000000003,0.010620000000000001,0.02324,0.1613766,-0.121324,9.787799,31.030693069,121.44346275900001,16.323,351442.51003895886,3434043.890480616,186.43003895884613,264.4804806159809,0.0,0.0,0.0,0.0,-0.0,50,0,188
1676425967945.0,2023-02-15 09:52:47:929170,197.37,0.65,0.9500000000000001,3.444756315386578,0.011344640041552799,0.016580627753038705,0.00487,0.010230000000000001,-0.01853,0.1625526,-0.1205302,9.789612,31.030693069,121.44346275900001,16.323,351442.51003895886,3434043.890480616,186.43003895884613,264.4804806159809,0.0,0.0,0.0,0.0,-0.0,50,0,188
1676425967965.0,2023-02-15 09:52:47:949166,197.37,0.65,0.9500000000000001,3.444756315386578,0.011344640041552799,0.016580627753038705,0.01644,0.00918,-0.0049900000000000005,0.1630328,-0.121618,9.787211000000001,31.030693069,121.44346275900001,16.323,351442.51003895886,3434043.890480616,186.43003895884613,264.4804806159809,0.0,0.0,0.0,0.0,-0.0,50,0,188
1676425967985.0,2023-02-15 09:52:47:969163,197.37,0.65,0.9500000000000001,3.444756315386578,0.011344640041552799,0.016580627753038705,0.01306,-0.025820000000000003,-0.00238,0.1642284,-0.1191582,9.7872894,31.030693069,121.44346275900001,16.323,351442.51003895886,3434043.890480616,186.43003895884613,264.4804806159809,0.0,0.0,0.0,0.0,-0.0,50,0,188
1676425968005.0,2023-02-15 09:52:47:989168,197.37,0.65,0.9500000000000001,3.444756315386578,0.011344640041552799,0.016580627753038705,-0.01161,-0.029570000000000003,-0.012220000000000002,0.1659826,-0.12060860000000001,9.7882988,31.030693069,121.44346275900001,16.323,351442.51003895886,3434043.890480616,186.43003895884613,264.4804806159809,0.0,0.0,0.0,0.0,-0.0,50,0,188
1676425968025.0,2023-02-15 09:52:48:009170,197.38,0.65,0.9500000000000001,3.4449308483102943,0.011344640041552799,0.016580627753038705,0.03364,-0.00871,-0.0046700000000000005,0.16971640000000002,-0.1215788,9.790935,31.030693068,121.443462757,16.323,351442.50984650105,3434043.8903724444,186.42984650103608,264.48037244426087,0.0,0.0,0.0,0.0,-0.0,50,0,188
1676425968045.0,2023-02-15 09:52:48:029156,197.38,0.65,0.9500000000000001,3.4449308483102943,0.011344640041552799,0.016580627753038705,0.04968,-0.020610000000000003,0.004730000000000001,0.1698144,-0.12262740000000001,9.7861624,31.030693068,121.443462757,16.323,351442.50984650105,3434043.8903724444,186.42984650103608,264.48037244426087,0.0,0.0,0.0,0.0,-0.0,50,0,188
1676425968065.0,2023-02-15 09:52:48:049196,197.38,0.65,0.9500000000000001,3.4449308483102943,0.011344640041552799,0.016580627753038705,0.0018100000000000002,0.02569,-0.02187,0.1680798,-0.1205106,9.7903862,31.030693068,121.443462757,16.323,351442.50984650105,3434043.8903724444,186.42984650103608,264.48037244426087,0.0,0.0,0.0,0.0,-0.0,50,0,188
1676425968085.0,2023-02-15 09:52:48:069173,197.38,0.65,0.9500000000000001,3.4449308483102943,0.011344640041552799,0.016580627753038705,0.0035,0.022830000000000003,0.012700000000000001,0.1663354,-0.1202362,9.7898178,31.030693068,121.443462757,16.323,351442.50984650105,3434043.8903724444,186.42984650103608,264.48037244426087,0.0,0.0,0.0,0.0,-0.0,50,0,188
1676425968105.0,2023-02-15 09:52:48:089166,197.38,0.65,0.9500000000000001,3.4449308483102943,0.011344640041552799,0.016580627753038705,0.011630000000000001,0.01238,0.039810000000000005,0.16312100000000002,-0.1193346,9.7922874,31.030693068,121.443462757,16.323,351442.50984650105,3434043.8903724444,186.42984650103608,264.48037244426087,0.0,0.0,0.0,0.0,-0.0,50,0,188
1676425968125.0,2023-02-15 09:52:48:109155,197.38,0.65,0.9500000000000001,3.4449308483102943,0.011344640041552799,0.016580627753038705,0.01633,0.050760000000000007,0.0056500000000000005,0.16310139999999998,-0.11943260000000001,9.7904842,31.030693068,121.443462757,16.323,351442.50984650105,3434043.8903724444,186.42984650103608,264.48037244426087,0.0,0.0,0.0,0.0,-0.0,50,0,188
1676425968145.0,2023-02-15 09:52:48:129159,197.38,0.65,0.9500000000000001,3.4449308483102943,0.011344640041552799,0.016580627753038705,-0.02177,-0.005110000000000001,0.012100000000000001,0.1644244,-0.11404260000000001,9.7895336,31.030693068,121.443462757,16.323,351442.50984650105,3434043.8903724444,186.42984650103608,264.48037244426087,0.0,0.0,0.0,0.0,-0.0,50,0,188
