gps_time,utc_time,heading,pitch,roll,heading_radians,pitch_radians,roll_radians,gyroX,gyroY,gyroZ,accX,accY,accZ,latitude,longitude,altitude,utm_x_position,utm_y_position,local_x,local_y,east_speed,north_speed,vertical_speed,vehicle_lat_speed,vehicle_lon_speed,position_type,GNSS_info1,GNSS_info2
1675216011730.0,2023-02-01 09:46:51:726123,111.76999999999998,-0.39,-0.41000000000000003,1.9507544883759325,-0.006806784024931679,-0.007155849872364073,-0.06914000000000001,-0.0037,0.061610000000000005,-0.0648858,0.12945800000000002,9.7544202,31.027992032,121.42922454400001,15.326,350079.20827174035,3433763.618012288,-1176.8717282596626,-15.791987712029368,0.0,0.0,0.0,-0.0,0.0,50,5,188
1675216011750.0,2023-02-01 09:46:51:746161,111.76999999999998,-0.4,-0.41000000000000003,1.9507544883759325,-0.006981316948647876,-0.007155849872364073,-0.18957000000000002,0.014860000000000002,0.04687,-0.0590254,0.2661778,9.6556166,31.027992032,121.42922454400001,15.326,350079.20827174035,3433763.618012288,-1176.8717282596626,-15.791987712029368,0.0,0.0,0.0,-0.0,0.0,50,5,188
1675216011770.0,2023-02-01 09:46:51:766190,111.76999999999998,-0.4,-0.41000000000000003,1.9507544883759325,-0.006981316948647876,-0.007155849872364073,-0.20258,0.02346,0.013170000000000001,-0.054860400000000004,0.30674979999999996,9.6791954,31.027992032,121.42922454400001,15.326,350079.20827174035,3433763.618012288,-1176.8717282596626,-15.791987712029368,0.0,0.0,0.0,-0.0,0.0,50,5,188
1675216011790.0,2023-02-01 09:46:51:786183,111.76999999999998,-0.4,-0.41000000000000003,1.9507544883759325,-0.006981316948647876,-0.007155849872364073,-0.17112000000000002,-0.031970000000000005,0.04650000000000001,-0.0539588,0.11327820000000001,9.767081800000001,31.027992033,121.429224543,15.326,350079.2081778529,3433763.618124482,-1176.8718221471063,-15.79187551792711,0.0,0.0,0.0,-0.0,0.0,50,5,188
1675216011810.0,2023-02-01 09:46:51:806182,111.76999999999998,-0.41000000000000003,-0.42,1.9507544883759325,-0.007155849872364073,-0.007330382796080269,-0.23725000000000002,-0.0020900000000000003,-0.03429,-0.0437276,0.1126412,9.8232652,31.027992041,121.42922454200001,15.325000000000001,350079.20809493284,3433763.619012593,-1176.871905067179,-15.790987407322973,0.0,0.0,0.0,-0.0,0.0,50,5,188
1675216011830.0,2023-02-01 09:46:51:826254,111.76999999999998,-0.41000000000000003,-0.42,1.9507544883759325,-0.007155849872364073,-0.007330382796080269,-0.16919,-0.011850000000000001,0.01574,-0.0592606,0.1324274,9.811221,31.027992044,121.42922454100001,15.325000000000001,350079.20800417894,3433763.6193464776,-1176.8719958210713,-15.790653522592038,0.0,0.0,0.0,-0.0,0.0,50,5,188
1675216011850.0,2023-02-01 09:46:51:846091,111.76999999999998,-0.41000000000000003,-0.42,1.9507544883759325,-0.007155849872364073,-0.007330382796080269,-0.055490000000000005,-0.037700000000000004,-0.01383,-0.058143400000000005,0.09028739999999999,9.8659148,31.027992046,121.42922454,15.325000000000001,350079.2079118558,3433763.619569518,-1176.8720881442423,-15.790430482011288,0.0,0.0,0.0,-0.0,0.0,50,5,188
1675216011870.0,2023-02-01 09:46:51:866170,111.76999999999998,-0.41000000000000003,-0.42,1.9507544883759325,-0.007155849872364073,-0.007330382796080269,-0.10006000000000001,-0.004410000000000001,0.01733,-0.0563892,0.11211199999999999,9.8434532,31.027992047,121.429224539,15.325000000000001,350079.2078179682,3433763.6196817122,-1176.8721820318024,-15.790318287909031,0.0,0.0,0.0,-0.0,0.0,50,5,188
1675216011890.0,2023-02-01 09:46:51:885849,111.76999999999998,-0.41000000000000003,-0.42,1.9507544883759325,-0.007155849872364073,-0.007330382796080269,-0.013720000000000001,-0.022420000000000002,-0.01965,-0.07426440000000001,0.1518706,9.7965406,31.027992049,121.42922453800001,15.325000000000001,350079.2077256475,3433763.6199047524,-1176.8722743525286,-15.790095247793943,0.0,0.0,0.0,-0.0,0.0,50,5,188
1675216011910.0,2023-02-01 09:46:51:906261,111.76999999999998,-0.41000000000000003,-0.42,1.9507544883759325,-0.007155849872364073,-0.007330382796080269,0.01991,-0.04426,-0.03577,-0.0812812,0.1448146,9.8100352,31.027992051000002,121.42922453700001,15.325000000000001,350079.2076333243,3433763.6201277915,-1176.8723666756996,-15.789872208610177,0.0,0.01,0.0,-0.003708816152282541,0.009286801534897153,50,5,188
