index,heading,local_x,local_y,longitude,latitude,altitude,s
1,296.04,-469.60739304841263,696.885687568225,121.436527442,31.034510209,15.165,0
79,295.65,-469.3488253739197,696.3323697983287,121.436530232,31.034505251,15.144,0.6107518291218129
102,295.11,-469.0909398474614,695.7780638304539,121.436533015,31.034500284000003,15.131,1.222111012236211
119,294.59000000000003,-468.83830335672246,695.2103059459478,121.436535745,31.034495195,15.125,1.843540181065431
133,294.21000000000004,-468.5913435250404,694.6394128012471,121.436538416,31.034490077,15.119,2.465559586816308
145,293.85,-468.354577936756,694.0699935215525,121.43654098,31.034484971,15.123,3.08224123879203
156,293.5,-468.1138543523266,693.4833341459744,121.436543588,31.034479710000003,15.113,3.7163682505604214
166,293.18,-467.8686309250188,692.904372157529,121.436546242,31.034474519000003,15.099,4.345122187617835
175,292.89,-467.6325087376754,692.3434987212531,121.436548798,31.034469490000003,15.097,4.953671855989897
184,292.58,-467.40067053289386,691.7427734071389,121.436551315,31.034464101,15.094,5.597581675928975
192,292.31,-467.1886948933243,691.1755877379328,121.436553619,31.034459012000003,15.086,6.203084157446336
200,292.16,-466.9696800906095,690.5862404629588,121.436556,31.034453724,15.079,6.831811200229986
208,291.84000000000003,-466.7257083217264,689.9725947109982,121.436558646,31.03444822,15.093,7.492177260011368
215,291.72,-466.5008458034136,689.4121014834382,121.436561084,31.034443193,15.115,8.09609431580851
222,291.68,-466.2925744872773,688.8258988177404,121.436563352,31.034437932000003,15.112,8.718196000741392
229,291.54,-466.0794362249435,688.2259910162538,121.436565673,31.034432548,15.111,9.354841340907411
236,291.48,-465.8579568271525,687.6014642124064,121.436568085,31.034426943000003,15.122,10.017477630563889
243,291.45,-465.62348301161546,686.9573528165929,121.436570636,31.034421163,15.125,10.70293912502536
250,291.42,-465.3817248365958,686.3017196143046,121.436573265,31.03441528,15.122,11.401725151740003
256,291.39,-465.1705618572305,685.7174718976021,121.436575563,31.034410037,15.117,12.02296198123947
262,291.35,-464.9546133385156,685.1205179961398,121.436577913,31.03440468,15.117,12.657775121625013
268,291.33,-464.7339734728448,684.5177329964936,121.436580313,31.034399271,15.116,13.299672080740542
274,291.29999999999995,-464.5075698796427,683.8971281591803,121.436582776,31.034393702000003,15.115,13.960284638229039
280,291.26,-464.2788611500873,683.2707258011214,121.436585264,31.034388081000003,15.114,14.627133644493954
286,291.23,-464.04826932313154,682.6288864230737,121.436587774,31.034382321,15.115,15.309138320336803
292,291.19,-463.81202355545247,681.9749938440509,121.436590345,31.034376453000004,15.113,16.004399111441373
298,291.14,-463.5736448289245,681.3166365730576,121.436592939,31.034370545,15.113,16.704583882434594
304,291.09000000000003,-463.3331484328373,680.6459432607517,121.436595557,31.034364526,15.111,17.41709215305528
310,291.01,-463.0906740980572,679.9733373844065,121.436598196,31.03435849,15.111,18.13206940298783
315,290.93,-462.88697360269725,679.401500988286,121.436600414,31.034353358,15.108,18.7391037971847
320,290.89,-462.6833466976532,678.8312177746557,121.436602631,31.034348240000003,15.109,19.34465054204124
325,290.88,-462.4780746946926,678.2489377679303,121.436604867,31.034343014,15.112,19.962053653008056
330,290.86,-462.2721785049071,677.6703075985424,121.436607109,31.034337821,15.114,20.576224731693845
335,290.83,-462.06554490776034,677.0830194237642,121.43660936,31.03433255,15.119,21.198803918387515
340,290.82,-461.8569758018712,676.4975887602195,121.436611631,31.034327296,15.122,21.820278080159152
345,290.83,-461.64877693000017,675.8994135931134,121.4366139,31.034321927,15.127,22.453650246259603
350,290.83,-461.438769499131,675.3076432780363,121.436616187,31.034316616,15.129,23.081579563003757
355,290.84000000000003,-461.22507822857006,674.7062865584157,121.436618514,31.034311219000003,15.131,23.719775350632222
360,290.87,-461.01277031126665,674.1083861934021,121.436620826,31.034305853000003,15.132,24.354251117098634
365,290.88,-460.7960118482006,673.5011103716679,121.436623186,31.034300403000003,15.132,24.999051981686872
370,290.84000000000003,-460.5796744537074,672.8978316984139,121.436625541,31.034294989000003,15.133,25.639947469156663
375,290.83,-460.359834756644,672.2856343807653,121.436627934,31.034289495000003,15.132,26.290420411054466
380,290.83,-460.14398048172006,671.6751561537385,121.436630285,31.034284016,15.133,26.93793622837221
385,290.79999999999995,-459.9317388815689,671.0589636755176,121.436632599,31.034278485,15.128,27.589656772049295
390,290.81,-459.7131976453238,670.4426825637929,121.436634979,31.034272954,15.13,28.243539544882566
395,290.84000000000003,-459.4955681388383,669.8158819088712,121.436637351,31.034267328,15.133,28.907046638366417
400,290.86,-459.2747264098725,669.1934707486071,121.436639756,31.034261742,15.134,29.567475833416093
405,290.86,-459.051142848155,668.5623733783141,121.436642191,31.034256078,15.133,30.23700813275723
410,290.87,-458.82799438847,667.9342755507678,121.436644621,31.034250441,15.134,30.90356804456423
415,290.89,-458.6016911071493,667.2997030457482,121.436647085,31.034244746,15.131,31.577285670326972
420,290.87,-458.3766850856482,666.667920478154,121.436649535,31.034239076,15.132,32.24793977076003
425,290.85,-458.1493785961648,666.0300078573637,121.43665201,31.034233351,15.133,32.92514044406508
430,290.85,-457.9235633865465,665.394666171167,121.436654469,31.034227649,15.134,33.59941899712318
