index,heading,local_x,local_y,longitude,latitude,altitude,s
1,111.90999999999995,180.48622616467765,239.09422378381717,121.443404226,31.030463338,16.036,0
116,109.71999999999996,180.27759801450884,239.66500554652885,121.443401957,31.03046846,16.026,0.6077150036712153
147,108.77999999999996,180.0913344991277,240.2443433618173,121.443399921,31.030473662,16.016000000000002,1.2162594978418062
172,107.76,179.9027003091178,240.8384596616961,121.443397858,31.030478997000003,15.995,1.8396029308082382
193,104.99,179.74098360788776,241.41856229305267,121.443396079,31.030484209,16.003,2.441824944988671
212,101.01,179.60676512186183,242.02610726468265,121.443394584,31.030489672,16.001,3.0640190421512545
229,96.84999999999997,179.51806506229332,242.64576427079737,121.443393564,31.03049525,16.001,3.689992289019295
244,92.92000000000002,179.4737673261552,243.25238220393655,121.443393011,31.030500716,16.003,4.298225473113198
258,89.29000000000002,179.47130025253864,243.86684002541008,121.443392895,31.030506258000003,16.003,4.912688247268178
271,86.39999999999998,179.50646696059266,244.47578165726736,121.443393174,31.030511755000003,16.006,5.522644482062413
284,84.26999999999998,179.57388044148684,245.11719897482544,121.443393786,31.030517549,16.012,6.167594676007396
296,83.24000000000001,179.65979833045276,245.73695980245247,121.443394595,31.03052315,16.013,6.7932825911098895
307,83.12,179.74802242667647,246.33052378194407,121.443395432,31.030528515,16.018,7.393367325880226
318,83.74000000000001,179.83655861957232,246.94636759813875,121.443396269,31.030534081000003,16.02,8.01554275403351
329,84.72000000000003,179.91755963652395,247.58315991144627,121.443397024,31.030539835000003,16.02,8.657466125655658
340,86.13999999999999,179.9924308686168,248.23899629944933,121.443397712,31.030545760000003,16.021,9.317562383199958
350,87.88999999999999,180.04444993572542,248.85147132817656,121.443398167,31.030551291,16.02,9.932242498509764
360,90.14999999999998,180.07651956618065,249.4778624218889,121.443398411,31.030556945,16.017,10.559453996714048
370,92.8,180.07829986943398,250.1160970898345,121.443398336,31.030562702,16.017,11.197691147659787
380,96.01,180.05327134259278,250.76246797433123,121.443397979,31.030568529000004,16.02,11.844546423189724
390,99.86,179.98616629035678,251.4175215549767,121.44339718,31.030574429,16.023,12.50302822366112
400,104.24,179.8709595478722,252.07369243120772,121.443395877,31.030580333000003,16.025,13.169236008310692
409,108.64,179.71923530771164,252.65831150347367,121.443394202,31.030585587,16.029,13.773222518681079
418,113.25,179.52191827405477,253.2391345957294,121.44339205,31.030590801,16.026,14.386646903808268
427,117.98000000000002,179.27829754917184,253.80630453210324,121.443389415,31.030595886,16.029,15.003925442491397
436,122.73000000000002,178.98099847318372,254.3581507573836,121.44338622,31.030600826,16.035,15.630759548886052
445,127.49,178.63760132616153,254.89057588530704,121.443382545,31.030605585000004,16.044,16.264319425635883
454,132.07999999999998,178.2488720205729,255.39691718714312,121.443378399,31.030610103,16.049,16.902670416054537
463,136.39999999999998,177.8177625425742,255.86981611559168,121.443373814,31.030614314,16.054000000000002,17.54258351839586
472,140.43,177.34637210931396,256.3160061375238,121.443368811,31.030618279,16.06,18.191655529994776
481,144.06,176.8442637504195,256.7298099542968,121.443363491,31.030621948,16.063,18.84230628335452
490,147.07,176.31237106857589,257.1165360971354,121.443357863,31.030625369000003,16.068,19.499928465578932
499,149.45,175.75769778632093,257.47863638820127,121.443352,31.030628565,16.073,20.162332474351125
508,151.39999999999998,175.18839542515343,257.82553117675707,121.443345986,31.030631622,16.076,20.82899668724849
517,152.95999999999998,174.60144440463046,258.15293896058574,121.44333979,31.030634501,16.080000000000002,21.501088464764454
525,153.96999999999997,174.068768878642,258.4292529509403,121.44333417,31.030636926000003,16.082,22.101165657509455
533,154.57,173.5292130605667,258.70510902116075,121.443328478,31.030639346,16.081,22.707150023888985
541,154.75,172.98301361402264,258.9769561244175,121.443322717,31.030641729000003,16.082,23.317260409765268
549,154.54000000000002,172.43456371856155,259.2517173178494,121.443316932,31.030644138000003,16.079,23.93068603789586
557,153.95999999999998,171.88278234296013,259.527190413326,121.443311112,31.030646553,16.074,24.547409730315792
565,153.13,171.33258806058438,259.8137279753573,121.443305307,31.030649068,16.067,25.167746350880623
573,152.01,170.7822332343785,260.10924802022055,121.443299499,31.030651664,16.062,25.792424293218964
581,150.57,170.23993451031856,260.41418977221474,121.443293774,31.030654346,16.058,26.41457972253413
589,148.74,169.70280120166717,260.7334718606435,121.443288101,31.030657158,16.055,27.039442302029975
597,146.51,169.1808224437409,261.0713890134357,121.443282584,31.03066014,16.051000000000002,27.66125403067253
605,143.89,168.67180284514325,261.42797198332846,121.4432772,31.030663292000003,16.044,28.28274607903202
613,140.88,168.17999354330823,261.806819811929,121.443271993,31.030666647,16.038,28.90355367129133
621,137.51,167.7173943799571,262.2126425220631,121.443267088,31.030670249000003,16.03,29.518931651067767
629,133.83999999999995,167.28605871769832,262.64208533987403,121.443262507,31.030674068000003,16.023,30.127595423035192
637,129.82999999999998,166.8813062957488,263.0949920974672,121.443258201,31.030678102000003,16.018,30.735007189588615
645,125.64999999999998,166.51269475050503,263.57211582688615,121.44325427,31.030682359000004,16.024,31.337934651611747
653,121.39999999999998,166.18118170637172,264.07366484124213,121.443250724,31.030686841,16.026,31.939143693652866
662,116.45,165.86224808200495,264.66217886889353,121.443247297,31.030692109,16.024,32.60852207505922
671,111.54000000000002,165.59460271091666,265.27259117830545,121.443244404,31.030697581,16.023,33.27503331438424
680,106.59999999999997,165.38437698304188,265.8996051317081,121.44324211,31.03070321,16.025,33.936351206492176
689,101.54000000000002,165.22969828924397,266.5390340248123,121.443240396,31.030708958,16.023,34.59422262831523
698,96.37,165.1352398370509,267.1837169127539,121.443239312,31.030714761,16.023,35.245788760949075
707,91.14,165.09923378675012,267.8301308276132,121.44323884,31.030720587,16.025,35.89320468984022
716,85.91000000000003,165.1232546689571,268.4748168378137,121.443238997,31.030726405000003,16.024,36.53833805165797
725,80.64999999999998,165.20545544452034,269.10859888698906,121.443239765,31.030732132,16.027,37.177428540837795
