index,heading,local_x,local_y,longitude,latitude,altitude,s
1,25.149999999999977,-1612.4549204647192,73.2812896813266,121.42464901,31.028739837000003,16.493000000000002,0
15,25.159999999999968,-1611.8957283739585,73.53068620013073,121.42465483,31.028742158000004,16.489,0.6122862222530661
30,24.889999999999983,-1611.3324993384304,73.7752582076937,121.424660693,31.028744436,16.490000000000002,1.2263240169736647
44,24.590000000000032,-1610.7679072532335,74.02169567067176,121.42466657,31.028746731,16.488,1.842356196186738
57,24.20999999999998,-1610.1980058882036,74.26550794066861,121.424672503,31.028749003,16.477,2.4622206885267333
69,23.850000000000023,-1609.6277089908835,74.50354951433837,121.424678441,31.028751223,16.482,3.080203165534037
80,23.539999999999964,-1609.0535644858028,74.73688013199717,121.42468442,31.028753401000003,16.482,3.699949153702959
90,23.230000000000015,-1608.4928641635925,74.9579841857776,121.42469026,31.028755467000003,16.482,4.3026695315938195
100,22.94,-1607.8960325852386,75.19553882442415,121.424696476,31.028757686,16.48,4.945040249530806
109,22.69,-1607.3261188035249,75.41329716565087,121.424702413,31.028759723,16.482,5.555138941351252
118,22.45999999999998,-1606.7217656321009,75.6426519015804,121.424708709,31.028761869,16.484,6.201549299176339
126,22.44999999999999,-1606.157762219198,75.86104842554778,121.424714584,31.028763911,16.482,6.806360750330388
134,22.5,-1605.5722030200411,76.08468279289082,121.424720684,31.028766003,16.482,7.43317165161899
142,22.55000000000001,-1604.964178268041,76.32385279843584,121.424727017,31.028768238,16.485,8.086544738451629
150,22.539999999999964,-1604.334392288176,76.57601847685874,121.424733576,31.028770593,16.483,8.764938362985985
157,22.430000000000007,-1603.7601938176083,76.79970311839134,121.424739557,31.028772684000003,16.475,9.381167786545083
164,22.399999999999977,-1603.1631519145449,77.02517045568675,121.424745777,31.028774794,16.48,10.019364115428823
171,22.319999999999997,-1602.5479293088429,77.2602473241277,121.424752186,31.028776993,16.477,10.677968692275027
178,22.269999999999985,-1601.9106041219202,77.51219540275633,121.424758824,31.028779347,16.462,11.363287033055927
184,22.25,-1601.348331666144,77.72972976695746,121.424764681,31.028781381,16.456,11.966173020729292
190,22.24000000000001,-1600.7705339522215,77.95813085278496,121.424770699,31.028783515,16.45,12.587475889080405
196,22.220000000000027,-1600.180016079219,78.18136261077598,121.424776851,31.028785604000003,16.45,13.218779125339418
202,22.149999999999977,-1599.5725694159046,78.41344557749107,121.424783179,31.028787775,16.442,13.869051339270763
208,22.069999999999997,-1598.949059337319,78.65394855476916,121.424789674,31.028790024000003,16.428,14.537337580470805
214,21.94,-1598.311960195948,78.89669802831486,121.424796311,31.028792295,16.421,15.219116593672771
220,21.789999999999964,-1597.6573379398906,79.1430795150809,121.424803131,31.028794601,16.413,15.918569333424816
226,21.69,-1596.9900167470914,79.3962656953372,121.424810083,31.02879697,16.402,16.632306551336033
231,21.600000000000023,-1596.4223978800585,79.60707246698439,121.424815997,31.028798944,16.395,17.237806900786023
236,21.5,-1595.8448812413844,79.82239540945739,121.424822014,31.02880096,16.382,17.854158616530064
241,21.430000000000007,-1595.257701741124,80.0391335603781,121.424828132,31.028802990000003,16.376,18.480062116752404
246,21.420000000000016,-1594.6617216051673,80.25707740616053,121.424834342,31.028805032,16.373,19.114642168731265
251,21.399999999999977,-1594.056036186812,80.47942928830162,121.424840653,31.028807115000003,16.368000000000002,19.759851580860296
256,21.319999999999997,-1593.4439019277345,80.70545929437503,121.424847031,31.028809232,16.362000000000002,20.412383507115173
261,21.24000000000001,-1592.8204569463269,80.93465503817424,121.424853527,31.028811379,16.357,21.076623173062636
266,21.180000000000007,-1592.1936989836977,81.16857116855681,121.424860057,31.028813569,16.358,21.745609196662723
271,21.090000000000032,-1591.5527277758229,81.40162066137418,121.424866736,31.028815753000003,16.354,22.42763277061523
