1,203.0,192.86291555920616,267.5445294175297,121.44352969,31.030721519000004,16.093,0
224,202.28,192.2907700171927,267.32038875017315,121.44352373,31.030719425,16.095,0.6144831649515832
259,201.78,191.71319070324532,267.103641429916,121.443517712,31.030717397000004,16.094,1.2313926110930522
287,201.59,191.139684011403,266.89138262625784,121.443511736,31.030715410000003,16.096,1.842918346707112
312,201.45,190.5594692534069,266.6773330811411,121.44350569,31.030713406,16.096,2.461357004264326
335,201.38,189.97633582539856,266.46620698459446,121.443499613,31.030711428000004,16.096,3.0815334497246196
356,201.35,189.4111342030228,266.2607056722045,121.443493723,31.030709503,16.094,3.682934865860451
377,201.33,188.82247611659116,266.0436702235602,121.443487589,31.030707471000003,16.096,4.310328465357297
397,201.35,188.24288831657032,265.8334923530929,121.443481549,31.030705502000004,16.101,4.9268483394628895
416,201.41,187.6775601177942,265.6257755695842,121.443475658,31.030703557,16.099,5.529129199595959
435,201.49,187.0854734412278,265.4093425716273,121.443469488,31.03070153,16.097,6.159533732552427
453,201.52,186.50057204155016,265.19469369063154,121.443463393,31.03069952,16.095,6.78257770327809
470,201.51,185.92431720515012,264.9839149201289,121.443457388,31.030697546000003,16.096,7.39617148304533
487,201.51,185.3255805974477,264.76302963495255,121.443451149,31.030695478,16.092,8.034353145748383
503,201.54,184.73965554666935,264.55027991952375,121.443445043,31.030693485,16.086000000000002,8.657707464370336
518,201.62,184.16374517598888,264.33683561580256,121.443439042,31.030691487,16.080000000000002,9.271898986493806
533,201.66,183.5621247438248,264.1145495553501,121.443432773,31.030689406,16.079,9.913271138265905
547,201.6,182.9814308513305,263.9003962553106,121.443426722,31.030687401,16.076,10.532195231106044
561,201.57,182.38363310717975,263.67838931130245,121.443420493,31.030685323000004,16.077,11.169885772120697
574,201.57,181.8114561389084,263.46566889761016,121.443414531,31.030683332,16.078,11.780325332946841
587,201.58,181.22087470511903,263.2476629964076,121.443408377,31.030681291,16.074,12.409859289851347
600,201.58,180.61400582810165,263.02556148543954,121.443402053,31.030679211,16.074,13.056093701707159
612,201.56,180.0428911789786,262.81371321808547,121.443396102,31.030677228,16.068,13.66523377658638
624,201.56,179.4568991327542,262.5961974533275,121.443389996,31.030675192,16.069,14.290293602648282
636,201.55,178.85537704854505,262.3741320068948,121.443383728,31.030673113,16.066,14.931497065123843
647,201.53,178.2897791840951,262.16763901524246,121.443377834,31.030671179,16.066,15.53361026035534
658,201.51,177.71455999772297,261.9558483660221,121.44337184,31.030669196,16.066,16.14658039948757
669,201.47,177.12820157088572,261.73944652592763,121.44336573,31.03066717,16.066,16.77159716815808
680,201.44,176.5283098326181,261.517912698444,121.443359479,31.030665096000003,16.06,17.41108706984637
691,201.4,175.91317906725453,261.2921577193774,121.443353069,31.030662982000003,16.056,18.066336006564406
701,201.36,175.34231102879858,261.08429744141176,121.44334712,31.030661035,16.056,18.673868896609473
